Location,Area,Bedrooms,Bathrooms,Floors,Property_Age,Parking,Kitchen,Balcony,Furnishing,Property_Type,Construction_Quality,Price
Delhi,3274,4,2,2,20,No,Yes,0,Unfurnished,Villa,High,58220000.0
Kurnool,3624,5,3,4,26,Yes,Yes,1,Unfurnished,Apartment,High,22958000.0
Visakhapatnam,979,1,4,4,30,Yes,Yes,1,Unfurnished,Plot,Low,4449000.0
Kadapa,4014,2,2,4,26,Yes,Yes,3,Unfurnished,Plot,Medium,13906000.0
Bengaluru,1853,2,2,1,9,No,Yes,3,Unfurnished,Plot,Low,12804000.0
Nellore,3822,1,1,3,0,Yes,Yes,2,Semi Furnished,Plot,High,21990000.0
Ongole,4378,4,2,4,5,No,Yes,3,Fully Furnished,Independent House,Medium,32123000.0
Srikakulam,1389,5,3,1,10,Yes,Yes,0,Semi Furnished,Apartment,Medium,8625000.0
Bengaluru,4354,3,3,1,1,No,Yes,0,Unfurnished,Villa,Low,56380000.0
Pune,1424,1,4,1,6,Yes,Yes,0,Fully Furnished,Plot,High,14906000.0
Ongole,2670,5,4,3,19,Yes,Yes,2,Fully Furnished,Plot,High,17014000.0
Kurnool,2402,5,4,3,30,No,Yes,0,Unfurnished,Independent House,Medium,12971000.0
Delhi,2895,2,4,3,20,No,Yes,0,Unfurnished,Independent House,High,41027000.0
Hyderabad,528,3,3,3,20,Yes,Yes,3,Semi Furnished,Independent House,Medium,7159000.0
Visakhapatnam,534,1,1,2,20,No,Yes,2,Fully Furnished,Apartment,Medium,3982000.0
Ongole,4089,2,4,3,17,No,Yes,1,Fully Furnished,Villa,Medium,36373000.0
Chennai,3170,2,1,3,20,Yes,Yes,0,Unfurnished,Apartment,High,32294000.0
Kurnool,3865,4,2,3,18,Yes,Yes,3,Unfurnished,Plot,Low,13647000.0
Visakhapatnam,1088,5,2,4,3,Yes,Yes,1,Fully Furnished,Independent House,Medium,13862000.0
Mumbai,3718,1,4,4,12,Yes,Yes,0,Fully Furnished,Plot,Low,41145000.0
Anantapur,3638,1,2,3,17,No,Yes,1,Unfurnished,Villa,Low,21442000.0
Chennai,1403,1,1,2,19,Yes,Yes,1,Unfurnished,Villa,Low,14412000.0
Kakinada,4586,2,1,4,28,Yes,Yes,2,Unfurnished,Apartment,Low,23164000.0
Bengaluru,2669,4,2,1,24,Yes,Yes,2,Semi Furnished,Apartment,Low,27383000.0
Visakhapatnam,839,3,4,4,23,Yes,Yes,0,Semi Furnished,Independent House,Medium,7903000.0
Vijayawada,4770,2,1,1,12,Yes,Yes,0,Unfurnished,Independent House,High,40940000.0
Vijayawada,2214,3,1,4,29,Yes,Yes,2,Semi Furnished,Plot,Low,10231000.0
Visakhapatnam,1056,4,3,3,30,Yes,Yes,0,Fully Furnished,Independent House,High,12948000.0
Delhi,3587,5,4,4,26,Yes,Yes,0,Fully Furnished,Independent House,High,64862000.0
Chennai,3766,1,3,3,27,No,Yes,2,Unfurnished,Plot,Medium,23282000.0
Delhi,4067,3,2,3,18,Yes,Yes,1,Fully Furnished,Villa,Low,68859000.0
Ongole,2556,2,2,4,16,Yes,No,0,Fully Furnished,Independent House,High,21063000.0
Vijayawada,4399,3,3,1,0,Yes,Yes,3,Fully Furnished,Independent House,High,49165000.0
Guntur,1516,5,4,1,5,Yes,Yes,2,Fully Furnished,Plot,Low,10015000.0
Tirupati,2562,1,1,4,18,Yes,Yes,0,Fully Furnished,Plot,Medium,14680000.0
Chennai,1338,3,2,3,19,No,Yes,0,Semi Furnished,Plot,Medium,9908000.0
Guntur,2137,5,4,1,0,Yes,Yes,2,Semi Furnished,Plot,Low,12426000.0
Chennai,4821,2,4,2,7,No,Yes,3,Unfurnished,Plot,High,37850000.0
Mumbai,3996,4,2,3,16,Yes,Yes,3,Fully Furnished,Independent House,Medium,74059000.0
Chennai,2313,2,2,4,20,No,Yes,2,Semi Furnished,Apartment,Medium,22602000.0
Visakhapatnam,3979,1,4,3,21,No,Yes,3,Semi Furnished,Apartment,High,38753000.0
Visakhapatnam,1951,2,1,2,14,Yes,Yes,0,Semi Furnished,Apartment,High,18641000.0
Kakinada,2813,2,3,2,17,Yes,Yes,3,Fully Furnished,Independent House,High,26591000.0
Kurnool,2014,2,2,1,6,Yes,Yes,0,Semi Furnished,Villa,High,18867000.0
Hyderabad,1731,2,3,2,15,Yes,Yes,1,Unfurnished,Independent House,Low,16108000.0
Vijayawada,2145,1,4,3,6,No,Yes,3,Unfurnished,Apartment,High,18469000.0
Rajahmundry,3499,5,3,1,16,Yes,Yes,1,Fully Furnished,Apartment,Medium,25501000.0
Vijayawada,3940,3,1,2,3,Yes,Yes,2,Unfurnished,Plot,High,24128000.0
Tirupati,4556,4,4,1,11,No,Yes,3,Semi Furnished,Plot,High,30092000.0
Bengaluru,805,3,1,1,12,No,Yes,0,Fully Furnished,Plot,Low,7574000.0
Tirupati,4036,3,4,4,3,Yes,Yes,3,Unfurnished,Independent House,Low,28312000.0
Hyderabad,2223,4,1,1,20,No,Yes,2,Fully Furnished,Villa,High,40120000.0
Srikakulam,2189,1,4,1,0,Yes,Yes,2,Semi Furnished,Villa,Low,15211000.0
Hyderabad,2017,4,1,2,0,Yes,Yes,0,Unfurnished,Plot,Low,13393000.0
Chennai,4417,1,4,3,6,Yes,Yes,3,Semi Furnished,Villa,Low,54334000.0
Delhi,919,3,1,3,8,No,Yes,1,Unfurnished,Apartment,Low,9944000.0
Kurnool,3436,1,4,2,0,Yes,Yes,2,Fully Furnished,Apartment,High,26889000.0
Kadapa,4362,5,1,3,15,Yes,Yes,2,Unfurnished,Plot,Low,14981000.0
Vijayawada,4729,4,2,1,17,Yes,Yes,0,Unfurnished,Plot,Low,21305000.0
Nellore,1950,5,3,4,21,Yes,Yes,3,Unfurnished,Plot,Medium,9619000.0
Vijayawada,3596,3,4,1,30,Yes,Yes,1,Fully Furnished,Villa,High,48040000.0
Ongole,3761,4,1,1,14,No,Yes,3,Unfurnished,Independent House,Low,20291000.0
Vijayawada,1664,3,2,4,5,Yes,Yes,3,Semi Furnished,Plot,Medium,11255000.0
Kadapa,2369,5,4,2,1,Yes,Yes,1,Fully Furnished,Villa,Low,19921000.0
Delhi,2319,3,4,1,8,No,Yes,0,Fully Furnished,Plot,High,28776000.0
Bengaluru,3205,4,4,1,3,No,Yes,2,Semi Furnished,Independent House,Medium,41721000.0
Kakinada,4015,4,3,2,12,Yes,Yes,0,Fully Furnished,Plot,Medium,22942000.0
Kakinada,1842,3,1,1,22,Yes,Yes,0,Unfurnished,Apartment,High,12381000.0
Visakhapatnam,2726,4,1,1,21,No,Yes,3,Fully Furnished,Plot,Medium,18345000.0
Kakinada,1579,4,4,3,10,No,Yes,1,Semi Furnished,Apartment,Medium,12592000.0
Chennai,4706,3,4,2,12,Yes,Yes,2,Fully Furnished,Apartment,Low,47714000.0
Anantapur,3279,5,4,1,10,Yes,Yes,3,Semi Furnished,Villa,Medium,25715000.0
Mumbai,3028,4,2,1,18,Yes,Yes,2,Fully Furnished,Villa,High,81708000.0
Mumbai,1313,4,4,4,7,Yes,Yes,3,Semi Furnished,Apartment,Low,20068000.0
Guntur,2531,4,3,4,6,Yes,Yes,1,Fully Furnished,Apartment,Medium,20822000.0
Tirupati,822,4,1,4,24,Yes,Yes,2,Unfurnished,Plot,Low,3185000.0
Tirupati,3469,3,3,1,15,Yes,Yes,2,Semi Furnished,Plot,High,21720000.0
Anantapur,1403,5,4,1,2,No,Yes,0,Semi Furnished,Apartment,Medium,10696000.0
Rajahmundry,2041,5,2,4,16,Yes,Yes,3,Fully Furnished,Villa,High,23858000.0
Pune,4003,1,4,3,17,Yes,Yes,3,Fully Furnished,Plot,High,41073000.0
Nellore,3153,4,4,3,27,No,Yes,3,Fully Furnished,Plot,Medium,16420000.0
Anantapur,2976,4,4,3,26,Yes,Yes,0,Unfurnished,Plot,Medium,11024000.0
Tirupati,3840,1,4,3,14,Yes,Yes,0,Fully Furnished,Villa,Low,38238000.0
Kurnool,4743,5,4,2,27,No,Yes,2,Semi Furnished,Apartment,High,33038000.0
Anantapur,1641,2,1,4,16,Yes,Yes,3,Fully Furnished,Plot,Medium,8062000.0
Delhi,1349,2,3,1,10,No,Yes,3,Unfurnished,Villa,High,24661000.0
Nellore,866,5,2,4,4,Yes,Yes,2,Fully Furnished,Villa,Medium,11148000.0
Visakhapatnam,3397,4,4,3,15,Yes,Yes,2,Fully Furnished,Villa,High,51257000.0
Anantapur,1589,2,2,1,14,No,Yes,2,Semi Furnished,Villa,Low,10903000.0
Chennai,4541,3,1,2,9,Yes,Yes,1,Fully Furnished,Plot,High,43965000.0
Anantapur,2538,3,3,4,13,No,Yes,1,Unfurnished,Apartment,Medium,13691000.0
Nellore,3360,1,4,1,1,Yes,Yes,2,Fully Furnished,Apartment,Low,22714000.0
Nellore,4770,5,1,1,15,Yes,Yes,0,Fully Furnished,Villa,Low,41855000.0
Vijayawada,2354,5,1,3,18,No,Yes,0,Semi Furnished,Apartment,Medium,17979000.0
Kurnool,994,2,3,3,7,Yes,Yes,3,Fully Furnished,Plot,Low,5721000.0
Bengaluru,3682,4,4,4,14,Yes,No,1,Semi Furnished,Apartment,High,51707000.0
Ongole,2284,5,3,2,9,Yes,Yes,1,Semi Furnished,Apartment,High,17519000.0
Anantapur,4010,2,3,1,29,Yes,Yes,2,Fully Furnished,Independent House,Medium,25345000.0
Nellore,4286,2,2,3,4,No,Yes,2,Semi Furnished,Apartment,High,32484000.0
Guntur,4630,5,2,4,19,No,Yes,2,Semi Furnished,Apartment,Medium,31402000.0
Hyderabad,1498,2,3,3,15,Yes,Yes,2,Fully Furnished,Villa,Low,21303000.0
Delhi,4969,1,2,4,20,Yes,Yes,2,Fully Furnished,Villa,High,109596000.0
Hyderabad,1951,1,1,3,25,Yes,Yes,0,Unfurnished,Independent House,Medium,18051000.0
Delhi,2251,5,3,2,21,Yes,Yes,0,Unfurnished,Plot,High,22921000.0
Nellore,2780,4,4,1,11,No,No,2,Semi Furnished,Independent House,Low,18551000.0
Hyderabad,3434,1,4,3,22,Yes,Yes,0,Semi Furnished,Apartment,Low,31476000.0
Tirupati,4234,1,1,1,29,Yes,Yes,2,Fully Furnished,Apartment,High,38719000.0
Pune,3846,5,4,4,12,No,Yes,2,Unfurnished,Plot,Low,25625000.0
Visakhapatnam,2373,3,4,2,8,Yes,Yes,1,Unfurnished,Plot,Medium,14631000.0
Pune,4303,2,3,1,16,Yes,Yes,0,Fully Furnished,Villa,High,80394000.0
Kadapa,2479,1,1,3,19,Yes,Yes,0,Fully Furnished,Apartment,High,15789000.0
Tirupati,1198,3,3,1,27,No,Yes,1,Fully Furnished,Apartment,Low,8336000.0
Vijayawada,1812,4,1,1,11,Yes,Yes,0,Fully Furnished,Apartment,Medium,16535000.0
Mumbai,3462,3,3,4,24,Yes,Yes,1,Unfurnished,Apartment,High,55285000.0
Delhi,3438,5,3,2,4,No,Yes,3,Fully Furnished,Apartment,High,59198000.0
Rajahmundry,2800,4,2,2,23,No,No,0,Fully Furnished,Apartment,Low,17072000.0
Visakhapatnam,3697,4,4,1,11,No,Yes,2,Unfurnished,Apartment,Low,26022000.0
Kakinada,626,3,1,1,0,Yes,Yes,1,Fully Furnished,Apartment,Medium,6526000.0
Kurnool,1691,5,4,4,19,Yes,Yes,2,Unfurnished,Villa,Medium,13292000.0
Ongole,3139,1,2,1,27,Yes,Yes,2,Unfurnished,Independent House,Low,14894000.0
Ongole,4889,3,1,4,15,Yes,Yes,0,Fully Furnished,Apartment,Medium,32010000.0
Hyderabad,4416,1,2,2,29,Yes,Yes,1,Fully Furnished,Villa,Low,59666000.0
Pune,1866,3,4,2,11,Yes,Yes,3,Semi Furnished,Apartment,High,25321000.0
Kakinada,1519,1,3,4,8,Yes,Yes,2,Semi Furnished,Plot,Low,7527000.0
Pune,4579,3,2,1,12,Yes,Yes,2,Unfurnished,Apartment,Low,40029000.0
Kakinada,1184,4,2,2,16,No,Yes,3,Unfurnished,Independent House,Low,7593000.0
Kakinada,4129,2,3,3,16,Yes,Yes,1,Semi Furnished,Villa,High,42617000.0
Guntur,3387,4,4,4,3,Yes,Yes,0,Unfurnished,Plot,Medium,17088000.0
Vijayawada,1962,1,2,2,13,Yes,Yes,2,Semi Furnished,Plot,Medium,10439000.0
Mumbai,4586,5,4,2,18,Yes,Yes,0,Fully Furnished,Apartment,Medium,78683000.0
Guntur,2761,4,3,2,6,Yes,Yes,1,Fully Furnished,Independent House,Low,21937000.0
Ongole,4680,2,1,3,26,Yes,Yes,3,Fully Furnished,Independent House,Low,28819000.0
Delhi,3341,1,2,3,2,No,Yes,0,Unfurnished,Apartment,Medium,38809000.0
Rajahmundry,2267,4,4,3,0,No,Yes,1,Fully Furnished,Apartment,High,21459000.0
Kadapa,4680,3,3,1,11,Yes,Yes,0,Unfurnished,Villa,High,36628000.0
Vijayawada,4060,5,3,4,14,No,Yes,0,Fully Furnished,Villa,High,55884000.0
Rajahmundry,2612,1,2,1,10,Yes,Yes,2,Unfurnished,Apartment,High,17108000.0
Rajahmundry,1126,4,1,3,9,No,Yes,0,Unfurnished,Apartment,Low,6398000.0
Pune,4659,1,2,4,1,Yes,Yes,2,Semi Furnished,Plot,Medium,36698000.0
Bengaluru,3914,3,4,1,25,Yes,Yes,1,Semi Furnished,Independent House,High,57111000.0
Pune,1875,2,3,1,28,No,Yes,1,Semi Furnished,Villa,Low,23131000.0
Hyderabad,1681,4,1,1,3,Yes,Yes,2,Unfurnished,Apartment,Low,15394000.0
Nellore,990,1,4,3,16,Yes,Yes,3,Semi Furnished,Apartment,Low,6291000.0
Srikakulam,4229,1,2,2,16,No,Yes,0,Semi Furnished,Villa,Medium,28102000.0
Guntur,4034,1,3,4,27,No,Yes,1,Semi Furnished,Plot,Low,16091000.0
Nellore,3796,2,2,3,29,Yes,Yes,1,Unfurnished,Plot,Medium,14902000.0
Rajahmundry,2440,1,1,4,7,Yes,Yes,3,Unfurnished,Apartment,Medium,13847000.0
Hyderabad,4908,5,1,3,22,No,Yes,1,Semi Furnished,Independent House,Medium,54594000.0
Rajahmundry,2382,5,1,1,13,No,Yes,2,Semi Furnished,Independent House,Medium,16987000.0
Kadapa,3487,1,1,1,23,Yes,Yes,3,Unfurnished,Apartment,Low,14163000.0
Guntur,3659,5,1,2,28,No,Yes,1,Unfurnished,Villa,Low,26394000.0
Hyderabad,1181,4,2,2,3,No,Yes,3,Semi Furnished,Independent House,Low,13793000.0
Visakhapatnam,1573,5,1,4,5,Yes,Yes,3,Semi Furnished,Villa,High,22781000.0
Pune,2887,1,1,2,30,No,Yes,1,Semi Furnished,Villa,High,46136000.0
Nellore,2894,3,3,2,28,Yes,Yes,1,Unfurnished,Villa,Medium,21081000.0
Rajahmundry,3193,4,1,4,18,Yes,Yes,1,Semi Furnished,Plot,Medium,15125000.0
Chennai,1870,2,3,3,26,Yes,Yes,3,Unfurnished,Independent House,Medium,17720000.0
Tirupati,4840,1,3,2,28,Yes,Yes,2,Fully Furnished,Plot,Medium,27012000.0
Kadapa,2656,2,3,3,23,No,Yes,2,Semi Furnished,Independent House,Medium,14732000.0
Bengaluru,3080,3,2,1,3,Yes,Yes,0,Fully Furnished,Apartment,High,48058000.0
Anantapur,4891,2,2,2,2,No,Yes,1,Unfurnished,Villa,Medium,33176000.0
Kadapa,2659,1,4,1,19,No,Yes,2,Fully Furnished,Independent House,Low,15061000.0
Nellore,3748,1,4,1,5,No,Yes,0,Semi Furnished,Independent House,Medium,26063000.0
Nellore,4231,3,3,3,26,Yes,Yes,0,Fully Furnished,Apartment,Low,26698000.0
Rajahmundry,4329,1,2,4,22,Yes,Yes,1,Fully Furnished,Plot,Low,18204000.0
Ongole,2127,3,1,2,6,Yes,Yes,0,Fully Furnished,Independent House,Low,14674000.0
Kurnool,3972,3,4,3,13,No,Yes,2,Unfurnished,Independent House,Low,20626000.0
Bengaluru,527,1,2,4,30,Yes,Yes,0,Semi Furnished,Plot,Medium,2597000.0
Mumbai,2485,5,1,1,11,No,Yes,0,Unfurnished,Plot,Medium,24925000.0
Pune,4653,3,1,2,15,No,Yes,2,Fully Furnished,Independent House,Medium,58747000.0
Rajahmundry,2021,1,2,1,19,No,Yes,0,Fully Furnished,Plot,Medium,9690000.0
Rajahmundry,796,5,4,1,7,Yes,Yes,0,Unfurnished,Apartment,Medium,7032000.0
Kakinada,2681,3,2,2,22,Yes,Yes,3,Unfurnished,Apartment,High,18692000.0
Vijayawada,3902,5,4,4,1,No,Yes,0,Fully Furnished,Villa,Low,42761000.0
Bengaluru,2796,4,3,4,12,Yes,Yes,0,Semi Furnished,Independent House,Low,32635000.0
Delhi,3097,4,2,2,7,No,Yes,3,Unfurnished,Apartment,High,42115000.0
Visakhapatnam,1401,5,2,2,24,Yes,Yes,3,Fully Furnished,Apartment,High,15910000.0
Pune,1598,3,4,3,20,No,Yes,3,Fully Furnished,Apartment,Medium,20105000.0
Tirupati,2177,1,4,3,30,No,Yes,1,Semi Furnished,Villa,Medium,19762000.0
Tirupati,3381,2,2,1,19,Yes,Yes,1,Fully Furnished,Plot,Low,17399000.0
Chennai,1878,1,1,2,15,Yes,Yes,2,Unfurnished,Villa,Medium,22611000.0
Kakinada,1748,2,1,4,3,No,Yes,0,Fully Furnished,Villa,Low,16735000.0
Kakinada,4235,2,1,1,28,Yes,Yes,2,Fully Furnished,Villa,Medium,39637000.0
Delhi,4741,3,3,1,15,Yes,Yes,1,Fully Furnished,Villa,Medium,89957000.0
Ongole,1764,5,3,1,19,Yes,Yes,0,Fully Furnished,Independent House,Low,12092000.0
Tirupati,2407,1,4,1,5,Yes,Yes,0,Semi Furnished,Independent House,High,22900000.0
Srikakulam,1558,5,3,4,26,Yes,Yes,3,Unfurnished,Apartment,High,10203000.0
Rajahmundry,3249,4,1,1,3,No,Yes,1,Fully Furnished,Villa,Medium,31109000.0
Vijayawada,2548,3,2,2,15,Yes,Yes,0,Unfurnished,Villa,High,28038000.0
Hyderabad,4748,3,3,3,22,Yes,Yes,3,Semi Furnished,Apartment,Medium,48727000.0
Mumbai,2976,4,3,4,22,No,Yes,0,Unfurnished,Plot,High,34430000.0
Vijayawada,4516,1,1,2,20,Yes,Yes,1,Semi Furnished,Independent House,High,42313000.0
Kadapa,3697,4,3,2,12,Yes,Yes,2,Unfurnished,Villa,Low,23385000.0
Ongole,4053,1,4,2,4,No,Yes,2,Unfurnished,Plot,High,19907000.0
Bengaluru,4940,2,2,3,14,No,Yes,0,Fully Furnished,Plot,Medium,45324000.0
Pune,2261,3,1,3,25,Yes,Yes,3,Unfurnished,Villa,Low,25637000.0
Rajahmundry,720,1,4,3,7,No,Yes,3,Fully Furnished,Villa,High,9163000.0
Delhi,3388,5,1,2,6,No,Yes,3,Fully Furnished,Plot,Low,32537000.0
Kakinada,2164,5,4,3,13,Yes,Yes,1,Unfurnished,Independent House,High,17868000.0
Rajahmundry,4486,3,2,1,6,Yes,Yes,2,Fully Furnished,Independent House,Medium,34357000.0
Chennai,3477,4,2,3,21,No,Yes,2,Unfurnished,Villa,Medium,42114000.0
Delhi,2371,4,4,4,6,Yes,Yes,0,Fully Furnished,Villa,Low,42834000.0
Srikakulam,1962,1,4,2,22,Yes,Yes,2,Fully Furnished,Apartment,High,13570000.0
Chennai,844,4,4,2,25,No,Yes,3,Semi Furnished,Apartment,High,10529000.0
Pune,544,3,4,1,29,Yes,Yes,1,Semi Furnished,Independent House,Low,5856000.0
Visakhapatnam,2568,1,4,3,17,Yes,Yes,3,Unfurnished,Apartment,Low,17921000.0
Anantapur,2014,2,4,3,29,Yes,Yes,3,Fully Furnished,Plot,Medium,8237000.0
Pune,3098,4,2,4,9,Yes,Yes,2,Semi Furnished,Plot,Low,22481000.0
Srikakulam,1501,4,4,1,17,Yes,Yes,1,Semi Furnished,Plot,High,8014000.0
Kakinada,1533,1,3,4,13,Yes,Yes,1,Semi Furnished,Plot,Low,7638000.0
Bengaluru,2540,5,2,4,9,Yes,Yes,3,Fully Furnished,Villa,Medium,46412000.0
Delhi,773,4,1,2,6,Yes,Yes,0,Unfurnished,Plot,Low,7473000.0
Hyderabad,3147,3,2,2,29,No,Yes,2,Fully Furnished,Independent House,High,44364000.0
Rajahmundry,2279,4,1,3,25,No,Yes,0,Fully Furnished,Apartment,Low,13621000.0
Chennai,4976,2,1,3,6,Yes,Yes,3,Semi Furnished,Independent House,Low,48977000.0
Rajahmundry,978,4,3,4,6,No,Yes,2,Fully Furnished,Villa,Low,10505000.0
Chennai,1015,5,4,3,4,No,Yes,0,Fully Furnished,Apartment,Medium,13970000.0
Anantapur,4786,4,4,4,0,No,Yes,0,Semi Furnished,Apartment,Medium,28697000.0
Srikakulam,1691,1,2,3,13,Yes,Yes,0,Semi Furnished,Apartment,Medium,9043000.0
Kadapa,3168,4,4,3,17,Yes,Yes,2,Fully Furnished,Plot,Medium,15475000.0
Kadapa,1911,5,3,2,12,No,Yes,0,Semi Furnished,Villa,High,17669000.0
Hyderabad,3780,1,2,2,24,Yes,Yes,1,Unfurnished,Independent House,High,43049000.0
Delhi,771,3,2,2,7,Yes,Yes,3,Unfurnished,Plot,Medium,7614000.0
Vijayawada,642,1,2,2,7,Yes,Yes,2,Unfurnished,Apartment,Medium,5754000.0
Bengaluru,3832,2,4,1,9,No,Yes,1,Unfurnished,Independent House,Medium,43249000.0
Delhi,1287,1,4,2,16,Yes,Yes,0,Unfurnished,Independent House,Low,14488000.0
Bengaluru,2181,3,4,1,5,Yes,Yes,3,Semi Furnished,Independent House,High,34267000.0
Srikakulam,1122,4,2,2,14,Yes,No,0,Semi Furnished,Villa,Low,8668000.0
Hyderabad,4341,1,2,3,14,No,Yes,1,Unfurnished,Plot,Medium,28570000.0
Kadapa,4176,1,1,4,24,Yes,Yes,0,Unfurnished,Villa,High,30890000.0
Nellore,3072,1,1,3,15,Yes,Yes,2,Unfurnished,Apartment,Medium,17242000.0
Guntur,3760,1,4,3,30,Yes,Yes,1,Semi Furnished,Apartment,Low,21260000.0
Visakhapatnam,566,3,2,1,7,Yes,Yes,2,Semi Furnished,Independent House,High,8419000.0
Anantapur,4786,5,4,2,18,Yes,Yes,3,Fully Furnished,Independent House,Low,29364000.0
Srikakulam,1640,5,4,4,19,Yes,Yes,2,Fully Furnished,Independent House,High,14960000.0
Bengaluru,2814,1,1,4,14,Yes,Yes,2,Fully Furnished,Villa,Medium,49338000.0
Nellore,3032,3,3,2,2,Yes,Yes,0,Fully Furnished,Plot,High,19824000.0
Bengaluru,4080,3,4,1,5,No,Yes,0,Semi Furnished,Villa,Low,58436000.0
Rajahmundry,1687,1,3,1,29,Yes,Yes,1,Semi Furnished,Apartment,Low,7650000.0
Ongole,4971,2,3,1,24,Yes,Yes,3,Semi Furnished,Independent House,Low,27906000.0
Mumbai,3839,1,2,4,30,Yes,Yes,1,Semi Furnished,Independent House,Low,54979000.0
Rajahmundry,1048,2,2,1,7,Yes,Yes,3,Unfurnished,Villa,Medium,9258000.0
Guntur,4587,1,4,1,30,Yes,Yes,3,Fully Furnished,Apartment,Low,29333000.0
Srikakulam,572,2,1,4,15,Yes,Yes,2,Semi Furnished,Plot,Medium,2774000.0
Nellore,698,2,1,4,14,No,No,0,Semi Furnished,Independent House,High,5830000.0
Visakhapatnam,3701,1,4,3,12,Yes,Yes,3,Fully Furnished,Independent House,Low,33845000.0
Guntur,2281,2,4,4,25,Yes,Yes,0,Semi Furnished,Apartment,High,18267000.0
Tirupati,1071,4,1,2,19,Yes,Yes,3,Unfurnished,Independent House,High,9659000.0
Rajahmundry,1290,5,3,4,14,Yes,Yes,0,Semi Furnished,Plot,Medium,7745000.0
Visakhapatnam,2138,3,4,4,17,Yes,Yes,1,Fully Furnished,Villa,Low,24797000.0
Ongole,2331,2,3,1,12,Yes,Yes,0,Unfurnished,Apartment,Medium,12262000.0
Vijayawada,2355,2,4,3,23,Yes,Yes,2,Unfurnished,Independent House,Low,15468000.0
Kadapa,1674,3,4,1,7,Yes,Yes,3,Fully Furnished,Independent House,High,14823000.0
Ongole,4240,2,3,3,13,Yes,Yes,2,Fully Furnished,Plot,Medium,20471000.0
Chennai,3777,3,3,1,27,Yes,Yes,3,Unfurnished,Villa,Low,40664000.0
Anantapur,678,1,1,2,10,Yes,Yes,2,Semi Furnished,Plot,High,4139000.0
Vijayawada,2744,4,4,1,5,Yes,Yes,3,Fully Furnished,Villa,Medium,34003000.0
Kakinada,4586,4,2,1,29,Yes,Yes,0,Unfurnished,Plot,Medium,18839000.0
Mumbai,1234,5,2,2,23,Yes,Yes,3,Fully Furnished,Villa,Medium,29193000.0
Hyderabad,1298,2,4,2,24,Yes,Yes,2,Semi Furnished,Independent House,Medium,14840000.0
Kakinada,1287,5,4,4,28,Yes,No,2,Semi Furnished,Independent House,High,11717000.0
Tirupati,3295,1,4,1,0,Yes,Yes,3,Unfurnished,Independent House,High,29374000.0
Ongole,4804,4,3,2,24,Yes,Yes,3,Semi Furnished,Apartment,High,33107000.0
Srikakulam,3584,1,2,2,1,Yes,Yes,1,Semi Furnished,Villa,High,30055000.0
Pune,3418,1,2,4,29,Yes,Yes,1,Semi Furnished,Apartment,Low,30985000.0
Chennai,1231,2,2,3,12,Yes,No,0,Fully Furnished,Villa,High,22030000.0
Chennai,1629,1,4,2,0,No,Yes,0,Unfurnished,Independent House,Medium,17000000.0
Vijayawada,3946,4,3,2,23,No,Yes,0,Unfurnished,Apartment,Medium,27368000.0
Kadapa,2105,5,4,1,23,Yes,Yes,0,Unfurnished,Apartment,Medium,10051000.0
Mumbai,4278,4,1,4,26,No,Yes,0,Semi Furnished,Plot,Medium,45864000.0
Kurnool,3245,2,1,1,3,Yes,Yes,3,Fully Furnished,Villa,Low,26107000.0
Nellore,3670,4,2,3,23,Yes,Yes,1,Unfurnished,Plot,Medium,15573000.0
Tirupati,3433,3,4,4,22,No,Yes,3,Fully Furnished,Apartment,Medium,28155000.0
Bengaluru,1715,5,1,1,28,No,Yes,1,Unfurnished,Apartment,Medium,17966000.0
Tirupati,824,3,1,2,1,No,Yes,1,Semi Furnished,Independent House,High,8674000.0
Ongole,2350,3,4,2,20,Yes,Yes,2,Unfurnished,Plot,High,11196000.0
Visakhapatnam,1990,2,3,4,29,Yes,Yes,2,Unfurnished,Plot,Low,9191000.0
Nellore,1393,1,4,2,25,Yes,Yes,1,Semi Furnished,Plot,Low,5252000.0
Kurnool,1890,3,4,1,19,Yes,Yes,3,Semi Furnished,Villa,Low,14273000.0
Rajahmundry,3889,4,3,4,15,Yes,Yes,1,Unfurnished,Apartment,Medium,22666000.0
Anantapur,4739,1,2,2,2,No,Yes,0,Fully Furnished,Plot,Low,19454000.0
Ongole,4979,4,2,2,16,Yes,Yes,3,Semi Furnished,Independent House,High,37953000.0
Kurnool,2763,4,2,3,4,Yes,Yes,3,Unfurnished,Apartment,High,18538000.0
Chennai,3932,1,3,3,25,Yes,Yes,1,Semi Furnished,Independent House,High,48463000.0
Tirupati,2871,1,1,4,7,Yes,No,0,Fully Furnished,Apartment,Medium,24278000.0
Hyderabad,3586,4,3,3,11,Yes,Yes,1,Unfurnished,Independent House,Medium,37220000.0
Pune,4812,2,4,1,24,No,Yes,0,Unfurnished,Plot,Low,28563000.0
Anantapur,2015,5,3,2,22,Yes,Yes,3,Fully Furnished,Plot,Low,8905000.0
Tirupati,3417,5,1,2,11,Yes,Yes,1,Fully Furnished,Independent House,Low,28609000.0
Chennai,2852,2,1,2,26,No,Yes,0,Unfurnished,Villa,Low,28962000.0
Visakhapatnam,1667,1,4,4,0,No,Yes,2,Fully Furnished,Independent House,Medium,18348000.0
Nellore,610,4,2,4,0,No,Yes,3,Fully Furnished,Apartment,High,7829000.0
